emp_no,title,from_date,to_date
481040,Staff,1990-05-02,1997-05-02
481050,Senior Staff,1999-10-15,9999-01-01
481050,Staff,1990-10-15,1999-10-15
481060,Engineer,1992-05-15,1992-06-15
481070,Senior Staff,1995-05-26,9999-01-01
481070,Staff,1988-05-25,1995-05-26
481080,Senior Staff,1995-05-29,9999-01-01
481090,Staff,1991-12-12,1992-02-12
481100,Staff,1999-10-12,9999-01-01
481110,Senior Staff,2001-02-28,9999-01-01
481110,Staff,1992-02-29,2001-02-28
481120,Engineer,1999-07-23,9999-01-01
481130,Assistant Engineer,1993-04-02,1998-04-02
481130,Engineer,1998-04-02,9999-01-01
481140,Senior Staff,1991-02-09,9999-01-01
481140,Staff,1986-02-09,1991-02-09
481150,Staff,1997-10-23,9999-01-01
481160,Staff,1999-02-24,9999-01-01
481170,Staff,1985-03-01,1986-09-17
481180,Engineer,1986-01-10,1992-01-10
481180,Senior Engineer,1992-01-10,9999-01-01
481190,Senior Engineer,1999-05-17,2001-03-06
481200,Engineer,2000-01-12,9999-01-01
481210,Senior Staff,1996-03-03,9999-01-01
481210,Staff,1988-03-03,1996-03-03
481220,Engineer,1986-12-07,1989-04-22
481230,Senior Engineer,1994-05-31,9999-01-01
481240,Engineer,1995-06-25,2002-01-07
481250,Senior Staff,1993-04-26,9999-01-01
481260,Staff,1997-07-20,9999-01-01
481270,Senior Engineer,1995-08-30,9999-01-01
481280,Senior Staff,1991-10-11,9999-01-01
481290,Senior Staff,1995-03-17,9999-01-01
481290,Staff,1990-03-17,1995-03-17
481300,Engineer,1990-12-18,1997-12-18
481300,Senior Engineer,1997-12-18,9999-01-01
481310,Senior Engineer,1987-05-08,1999-01-29
481320,Senior Staff,1998-05-13,9999-01-01
481330,Senior Staff,1991-05-06,9999-01-01
481330,Staff,1985-05-06,1991-05-06
481340,Senior Staff,1992-11-07,9999-01-01
481340,Staff,1985-11-07,1992-11-07
481350,Senior Engineer,1986-01-02,9999-01-01
481360,Senior Staff,1993-05-13,9999-01-01
481370,Senior Staff,1992-07-14,9999-01-01
481380,Engineer,1993-08-15,1998-08-15
481380,Senior Engineer,1998-08-15,9999-01-01
481390,Technique Leader,1994-04-18,9999-01-01
481400,Staff,1998-11-12,9999-01-01
481410,Engineer,1995-09-19,1996-10-19
481420,Engineer,1997-09-07,9999-01-01
481430,Senior Staff,1994-02-18,9999-01-01
481430,Staff,1985-02-18,1994-02-18
481440,Staff,1999-03-29,9999-01-01
481450,Senior Staff,2000-05-23,2000-07-03
481450,Staff,1993-05-23,2000-05-23
481460,Technique Leader,2000-01-19,9999-01-01
481470,Staff,1997-02-26,9999-01-01
481480,Engineer,1994-06-14,9999-01-01
481490,Engineer,1997-07-21,9999-01-01
481500,Engineer,1994-01-15,2002-01-15
481500,Senior Engineer,2002-01-15,9999-01-01
481510,Technique Leader,1991-04-19,9999-01-01
481520,Senior Staff,1994-02-05,9999-01-01
481520,Staff,1989-02-05,1994-02-05
481530,Technique Leader,1998-10-27,9999-01-01
481540,Staff,1995-09-27,9999-01-01
481550,Engineer,1992-01-12,1997-01-11
481550,Senior Engineer,1997-01-11,9999-01-01
481560,Engineer,1991-08-13,1998-08-13
481560,Senior Engineer,1998-08-13,9999-01-01
481570,Engineer,1988-02-09,1993-02-08
481570,Senior Engineer,1993-02-08,9999-01-01
481580,Senior Staff,1985-07-16,9999-01-01
481590,Senior Staff,1996-07-21,2001-09-16
481590,Staff,1990-07-22,1996-07-21
481600,Assistant Engineer,1996-11-25,9999-01-01
481610,Technique Leader,1994-01-21,9999-01-01
481620,Engineer,1989-11-06,1995-11-06
481620,Senior Engineer,1995-11-06,9999-01-01
481630,Senior Staff,1995-12-14,9999-01-01
481630,Staff,1990-12-14,1995-12-14
481640,Senior Staff,1997-05-07,9999-01-01
481640,Staff,1989-05-07,1997-05-07
481650,Senior Engineer,1994-02-23,9999-01-01
481660,Senior Engineer,1996-10-31,9999-01-01
481670,Engineer,1999-02-07,9999-01-01
481680,Senior Engineer,1991-12-08,9999-01-01
481690,Staff,1996-01-18,9999-01-01
481700,Engineer,1988-10-15,1995-10-16
481700,Senior Engineer,1995-10-16,1997-11-28
481710,Engineer,1997-12-02,9999-01-01
481720,Engineer,1995-12-15,9999-01-01
481730,Senior Engineer,1989-10-09,9999-01-01
481740,Senior Engineer,1987-06-18,9999-01-01
481750,Senior Staff,1992-02-16,9999-01-01
481750,Staff,1986-02-16,1992-02-16
481760,Assistant Engineer,1999-06-29,9999-01-01
481770,Senior Staff,1999-08-22,2001-06-28
481780,Assistant Engineer,1997-06-22,9999-01-01
481790,Senior Engineer,1996-09-12,9999-01-01
481800,Senior Engineer,1996-09-17,9999-01-01
481810,Senior Staff,1994-02-04,9999-01-01
481810,Staff,1989-02-04,1994-02-04
481820,Senior Staff,1991-08-23,9999-01-01
481830,Staff,1999-09-02,9999-01-01
481840,Engineer,1988-08-18,1995-11-07
481850,Engineer,1989-12-02,1997-12-02
481850,Senior Engineer,1997-12-02,9999-01-01
481860,Senior Staff,1995-10-24,9999-01-01
481870,Senior Staff,1987-11-25,9999-01-01
481880,Engineer,1999-11-08,2001-12-19
481890,Senior Staff,2000-05-09,9999-01-01
481890,Staff,1991-05-10,2000-05-09
481900,Senior Staff,1994-07-29,9999-01-01
481900,Staff,1989-07-29,1994-07-29
481910,Staff,1993-01-16,1993-12-10
481920,Staff,1999-07-08,9999-01-01
481930,Senior Staff,1998-03-16,9999-01-01
481940,Engineer,1987-11-30,1996-11-29
481940,Senior Engineer,1996-11-29,9999-01-01
481950,Engineer,1992-10-26,1998-05-20
481960,Engineer,1988-05-23,1994-05-23
481960,Senior Engineer,1994-05-23,9999-01-01
481970,Senior Engineer,1995-11-28,9999-01-01
481980,Staff,1997-09-05,9999-01-01
481990,Senior Staff,1989-04-06,9999-01-01
482000,Senior Staff,1992-11-14,9999-01-01
482010,Engineer,1999-03-06,2001-05-31
482020,Engineer,1996-06-25,2001-06-25
482020,Senior Engineer,2001-06-25,9999-01-01
482030,Senior Staff,1995-08-08,9999-01-01
482030,Staff,1986-08-08,1995-08-08
482040,Senior Engineer,1995-04-25,1996-03-04
482050,Senior Staff,1996-08-25,9999-01-01
482050,Staff,1989-08-25,1996-08-25
482060,Senior Staff,2002-04-20,9999-01-01
482060,Staff,1995-04-20,2002-04-20
482070,Engineer,1990-12-28,1997-12-28
482070,Senior Engineer,1997-12-28,9999-01-01
482080,Staff,1998-12-28,9999-01-01
482090,Senior Staff,1994-09-10,9999-01-01
482090,Staff,1986-09-10,1994-09-10
482100,Engineer,1994-12-22,2000-12-21
482100,Senior Engineer,2000-12-21,9999-01-01
482110,Senior Staff,2001-02-14,9999-01-01
482110,Staff,1993-02-14,2001-02-14
482120,Engineer,1994-07-28,2002-07-28
482120,Senior Engineer,2002-07-28,9999-01-01
482130,Senior Staff,1994-04-20,1996-03-21
482130,Staff,1989-04-20,1994-04-20
482140,Engineer,1995-05-21,2000-05-20
482140,Senior Engineer,2000-05-20,9999-01-01
482150,Senior Staff,1993-07-19,9999-01-01
482150,Staff,1988-07-19,1993-07-19
482160,Senior Engineer,1988-11-18,9999-01-01
482170,Engineer,1995-09-15,9999-01-01
482180,Engineer,1994-12-04,2000-12-03
482180,Senior Engineer,2000-12-03,9999-01-01
482190,Senior Staff,1989-03-12,9999-01-01
482200,Senior Staff,1996-06-09,9999-01-01
482200,Staff,1990-06-10,1996-06-09
482210,Engineer,1996-02-20,9999-01-01
482220,Senior Engineer,1996-08-16,9999-01-01
482230,Staff,1998-05-29,9999-01-01
482240,Assistant Engineer,1999-12-12,9999-01-01
482250,Senior Staff,1993-11-21,9999-01-01
482250,Staff,1987-11-22,1993-11-21
482260,Senior Staff,2001-01-04,9999-01-01
482260,Staff,1996-01-05,2001-01-04
482270,Engineer,1985-07-09,1990-07-09
482270,Senior Engineer,1990-07-09,9999-01-01
482280,Senior Staff,1997-09-19,9999-01-01
482290,Engineer,1990-08-06,1998-08-06
482290,Senior Engineer,1998-08-06,2002-04-13
482300,Staff,1989-07-23,1992-07-30
482310,Senior Staff,1995-09-29,9999-01-01
482310,Staff,1989-09-29,1995-09-29
482320,Staff,1998-10-20,1999-01-27
482330,Senior Engineer,1998-05-18,9999-01-01
482340,Engineer,1986-04-29,1991-04-29
482340,Senior Engineer,1991-04-29,9999-01-01
482350,Senior Staff,1996-12-08,9999-01-01
482350,Staff,1991-12-09,1996-12-08
482360,Senior Engineer,1995-03-28,9999-01-01
482370,Senior Staff,1998-04-13,9999-01-01
482370,Staff,1989-04-13,1998-04-13
482380,Engineer,1994-02-18,9999-01-01
482390,Engineer,1991-07-02,2000-07-01
482390,Senior Engineer,2000-07-01,9999-01-01
482400,Engineer,1998-08-29,2001-08-31
482410,Engineer,1996-02-29,2001-02-28
482410,Senior Engineer,2001-02-28,9999-01-01
482420,Engineer,1985-05-14,1991-05-14
482420,Senior Engineer,1991-05-14,9999-01-01
482430,Engineer,1994-06-14,2002-06-14
482430,Senior Engineer,2002-06-14,9999-01-01
482440,Senior Staff,1995-04-05,9999-01-01
482450,Senior Staff,1999-11-25,9999-01-01
482450,Staff,1991-11-25,1999-11-25
482460,Engineer,1986-04-04,1994-04-04
482460,Senior Engineer,1994-04-04,9999-01-01
482470,Senior Staff,1997-06-26,9999-01-01
482480,Senior Staff,1993-10-20,9999-01-01
482480,Staff,1988-10-20,1993-10-20
482490,Engineer,1990-08-30,1995-08-30
482490,Senior Engineer,1995-08-30,2000-04-14
482500,Senior Staff,1994-03-31,9999-01-01
482500,Staff,1987-03-31,1994-03-31
482510,Staff,1996-07-06,2000-05-01
482520,Engineer,1996-03-02,1999-12-17
482530,Senior Staff,1990-07-25,9999-01-01
482540,Engineer,1990-10-11,1995-10-11
482540,Senior Engineer,1995-10-11,1998-10-06
482550,Engineer,1991-12-30,1998-12-30
482550,Senior Engineer,1998-12-30,9999-01-01
482560,Engineer,1998-08-28,2001-02-28
482570,Technique Leader,1986-12-03,9999-01-01
482580,Senior Engineer,1991-08-07,9999-01-01
482590,Staff,1997-02-06,9999-01-01
482600,Senior Staff,1997-01-07,9999-01-01
482600,Staff,1991-01-08,1997-01-07
482610,Senior Staff,1998-01-06,1998-12-19
482610,Staff,1989-01-06,1998-01-06
482620,Staff,1988-06-16,1996-04-17
482630,Engineer,1998-06-20,9999-01-01
482640,Senior Staff,1988-12-12,9999-01-01
482650,Engineer,1991-12-24,1999-12-24
482650,Senior Engineer,1999-12-24,9999-01-01
482660,Senior Staff,1999-09-23,9999-01-01
482660,Staff,1994-09-23,1999-09-23
482670,Senior Staff,1994-02-01,9999-01-01
482670,Staff,1988-02-02,1994-02-01
482680,Staff,1994-06-15,9999-01-01
482690,Senior Staff,1994-04-08,9999-01-01
482700,Assistant Engineer,1989-05-26,1995-05-26
482700,Engineer,1995-05-26,1998-09-18
482710,Staff,1993-08-26,9999-01-01
482720,Engineer,1997-06-13,9999-01-01
482730,Engineer,1989-11-13,1996-11-13
482730,Senior Engineer,1996-11-13,9999-01-01
482740,Engineer,1993-06-10,1999-06-10
482740,Senior Engineer,1999-06-10,9999-01-01
482750,Engineer,1993-05-03,2002-05-03
482750,Senior Engineer,2002-05-03,9999-01-01
482760,Senior Staff,1997-05-25,9999-01-01
482760,Staff,1990-05-25,1997-05-25
482770,Engineer,1988-02-09,1994-02-08
482770,Senior Engineer,1994-02-08,9999-01-01
482780,Engineer,1995-06-11,9999-01-01
482790,Engineer,1994-10-29,9999-01-01
482800,Senior Staff,1998-10-26,9999-01-01
482800,Staff,1991-10-27,1998-10-26
482810,Engineer,1997-10-17,9999-01-01
482820,Senior Staff,2000-02-13,9999-01-01
482820,Staff,1994-02-13,2000-02-13
482830,Senior Engineer,1992-02-22,9999-01-01
482840,Senior Staff,1997-02-21,1998-06-25
482840,Staff,1988-02-22,1997-02-21
482850,Technique Leader,1991-01-15,9999-01-01
482860,Senior Staff,1994-01-06,9999-01-01
482870,Engineer,1997-07-08,2001-04-25
482880,Engineer,1992-01-13,1997-01-12
482880,Senior Engineer,1997-01-12,9999-01-01
482890,Engineer,1985-12-14,1992-12-14
482890,Senior Engineer,1992-12-14,9999-01-01
482900,Senior Engineer,1989-07-04,9999-01-01
482910,Senior Staff,1998-05-24,9999-01-01
482910,Staff,1989-05-24,1998-05-24
482920,Engineer,1999-04-11,9999-01-01
482930,Assistant Engineer,1986-02-10,1989-11-14
482940,Technique Leader,1990-12-18,9999-01-01
482950,Staff,1996-04-10,9999-01-01
482960,Assistant Engineer,1989-11-20,1997-11-20
482960,Engineer,1997-11-20,9999-01-01
482970,Staff,1998-06-25,9999-01-01
482980,Senior Engineer,1985-09-03,9999-01-01
482990,Staff,2000-01-16,9999-01-01
483000,Senior Staff,1995-11-27,9999-01-01
483000,Staff,1987-11-27,1995-11-27
483010,Senior Engineer,1995-02-25,1999-12-14
483020,Staff,1999-10-31,9999-01-01
483030,Senior Staff,1999-12-11,9999-01-01
483030,Staff,1990-12-11,1999-12-11
483040,Assistant Engineer,1988-02-16,1995-02-16
483040,Engineer,1995-02-16,2002-02-16
483040,Senior Engineer,2002-02-16,9999-01-01
483050,Senior Staff,1996-02-11,9999-01-01
483050,Staff,1988-02-11,1996-02-11
483060,Senior Engineer,1996-10-03,2001-02-08
483070,Senior Staff,1991-05-05,9999-01-01
483070,Staff,1985-05-05,1991-05-05
483080,Engineer,1996-09-30,9999-01-01
483090,Engineer,1999-11-28,9999-01-01
483100,Engineer,1995-02-16,1998-10-20
483110,Senior Staff,1993-12-26,9999-01-01
483110,Staff,1985-12-26,1993-12-26
483120,Engineer,1986-08-15,1995-08-15
483120,Senior Engineer,1995-08-15,9999-01-01
483130,Senior Staff,1986-12-01,2001-11-05
483140,Engineer,1999-11-12,9999-01-01
483150,Engineer,1988-05-10,1995-05-11
483150,Senior Engineer,1995-05-11,2000-06-27
483160,Engineer,1991-08-02,1996-08-01
483160,Senior Engineer,1996-08-01,9999-01-01
483170,Engineer,1985-07-28,1994-07-28
483170,Senior Engineer,1994-07-28,9999-01-01
483180,Staff,1987-01-09,1989-04-24
483190,Senior Staff,1995-04-30,9999-01-01
483190,Staff,1990-04-30,1995-04-30
483200,Staff,1998-03-01,2001-06-05
483210,Technique Leader,1990-10-02,9999-01-01
483220,Engineer,1992-09-19,1998-09-19
483220,Senior Engineer,1998-09-19,9999-01-01
483230,Engineer,1996-04-06,9999-01-01
483240,Senior Staff,1994-07-04,9999-01-01
483240,Staff,1986-07-04,1994-07-04
483250,Senior Staff,2000-03-25,9999-01-01
483250,Staff,1994-03-26,2000-03-25
483260,Senior Staff,2000-01-18,9999-01-01
483270,Senior Staff,1995-03-23,2002-01-07
483280,Senior Staff,1996-05-09,9999-01-01
483290,Engineer,1999-10-31,9999-01-01
483300,Engineer,1996-07-01,9999-01-01
483310,Engineer,1986-12-03,1994-12-03
483310,Senior Engineer,1994-12-03,9999-01-01
483320,Engineer,1992-07-10,2001-07-10
483320,Senior Engineer,2001-07-10,9999-01-01
483330,Engineer,1985-09-19,1992-09-19
483330,Senior Engineer,1992-09-19,9999-01-01
483340,Engineer,1993-03-30,2002-03-30
483340,Senior Engineer,2002-03-30,9999-01-01
483350,Staff,1997-08-24,9999-01-01
483360,Assistant Engineer,1998-01-17,9999-01-01
483370,Staff,1997-12-18,9999-01-01
483380,Engineer,1996-06-05,2001-10-12
483390,Senior Staff,1992-03-19,9999-01-01
483390,Staff,1987-03-20,1992-03-19
483400,Senior Staff,1997-01-13,9999-01-01
483400,Staff,1992-01-14,1997-01-13
483410,Senior Engineer,1993-05-03,9999-01-01
483420,Staff,1999-04-05,9999-01-01
483430,Engineer,1986-09-23,1994-09-23
483430,Senior Engineer,1994-09-23,9999-01-01
483440,Technique Leader,1987-12-04,9999-01-01
483450,Senior Staff,1997-12-04,9999-01-01
483460,Senior Staff,2001-07-14,9999-01-01
483460,Staff,1992-07-14,2001-07-14
483470,Engineer,1985-09-06,1994-09-06
483470,Senior Engineer,1994-09-06,9999-01-01
483480,Engineer,1991-08-07,1998-08-07
483480,Senior Engineer,1998-08-07,9999-01-01
483490,Engineer,1997-01-11,9999-01-01
483500,Staff,1994-12-07,9999-01-01
483510,Senior Staff,1990-09-11,9999-01-01
483520,Engineer,1992-08-17,2001-08-17
483520,Senior Engineer,2001-08-17,9999-01-01
483530,Engineer,1995-07-05,2001-07-04
483530,Senior Engineer,2001-07-04,9999-01-01
483540,Engineer,1988-02-29,1993-02-28
483540,Senior Engineer,1993-02-28,9999-01-01
483550,Senior Staff,1999-11-30,9999-01-01
483550,Staff,1991-11-30,1999-11-30
483560,Staff,1995-07-23,1998-11-29
483570,Technique Leader,1986-06-02,9999-01-01
483580,Staff,1990-11-04,1993-07-03
483590,Senior Staff,1996-11-07,9999-01-01
483600,Staff,1997-01-03,1998-03-10
483610,Engineer,1989-09-14,1995-09-14
483610,Senior Engineer,1995-09-14,9999-01-01
483620,Senior Staff,1998-09-04,9999-01-01
483630,Engineer,1995-03-29,9999-01-01
483640,Engineer,1998-01-11,9999-01-01
483650,Engineer,1996-04-01,9999-01-01
483660,Engineer,1987-04-21,1994-04-21
483660,Senior Engineer,1994-04-21,9999-01-01
483670,Senior Staff,1997-02-05,9999-01-01
483670,Staff,1992-02-06,1997-02-05
483680,Senior Staff,1994-12-13,9999-01-01
483690,Senior Engineer,1986-07-17,9999-01-01
483700,Assistant Engineer,1997-11-21,9999-01-01
483710,Engineer,1995-03-08,2002-03-08
483710,Senior Engineer,2002-03-08,9999-01-01
483720,Engineer,1985-09-10,1993-09-10
483720,Senior Engineer,1993-09-10,9999-01-01
483730,Senior Staff,1994-10-07,9999-01-01
483730,Staff,1986-10-07,1994-10-07
483740,Assistant Engineer,1999-05-05,9999-01-01
483750,Staff,1996-06-12,1996-09-27
483760,Assistant Engineer,1987-04-10,1994-04-10
483760,Engineer,1994-04-10,2001-04-10
483760,Senior Engineer,2001-04-10,2001-11-26
483770,Senior Staff,1994-02-01,9999-01-01
483780,Senior Staff,1989-09-16,9999-01-01
483790,Engineer,1991-03-11,1996-03-10
483790,Senior Engineer,1996-03-10,9999-01-01
483800,Engineer,1988-12-12,1994-12-12
483800,Senior Engineer,1994-12-12,1999-07-07
483810,Engineer,1996-06-13,2001-06-13
483810,Senior Engineer,2001-06-13,9999-01-01
483820,Senior Staff,1998-02-19,9999-01-01
483820,Staff,1993-02-19,1998-02-19
483830,Senior Staff,2001-02-01,9999-01-01
483830,Staff,1992-02-02,2001-02-01
483840,Engineer,1994-04-03,2001-04-03
483840,Senior Engineer,2001-04-03,9999-01-01
483850,Engineer,1986-02-03,1994-02-03
483850,Senior Engineer,1994-02-03,9999-01-01
483860,Senior Staff,1992-06-26,9999-01-01
483860,Staff,1987-06-27,1992-06-26
483870,Staff,1999-02-26,2000-01-31
483880,Engineer,1993-11-25,2000-11-25
483880,Senior Engineer,2000-11-25,9999-01-01
483890,Technique Leader,1989-09-09,9999-01-01
483900,Technique Leader,1996-05-31,9999-01-01
483910,Staff,1995-06-26,9999-01-01
483920,Engineer,1985-03-21,1992-03-21
483920,Senior Engineer,1992-03-21,9999-01-01
483930,Engineer,1991-10-10,1999-10-10
483930,Senior Engineer,1999-10-10,9999-01-01
483940,Engineer,1998-08-03,2000-02-02
483950,Engineer,1997-03-11,9999-01-01
483960,Senior Staff,1992-09-09,2002-04-15
483970,Engineer,1991-11-02,1999-11-02
483970,Senior Engineer,1999-11-02,9999-01-01
483980,Senior Staff,1985-04-24,9999-01-01
483990,Engineer,1994-12-24,9999-01-01
484000,Engineer,1987-09-20,1993-09-19
484000,Senior Engineer,1993-09-19,9999-01-01
484010,Senior Staff,1997-04-15,9999-01-01
484010,Staff,1989-04-15,1997-04-15
484020,Engineer,1991-09-10,1998-09-10
484020,Senior Engineer,1998-09-10,9999-01-01
484030,Assistant Engineer,1988-03-20,1995-03-21
484030,Engineer,1995-03-21,2002-03-21
484030,Senior Engineer,2002-03-21,9999-01-01
484040,Senior Engineer,1999-08-29,9999-01-01
484050,Engineer,1994-03-05,2000-03-04
484050,Senior Engineer,2000-03-04,9999-01-01
484060,Senior Staff,1999-03-20,9999-01-01
484060,Staff,1990-03-20,1999-03-20
484070,Senior Staff,1991-06-14,9999-01-01
484070,Staff,1986-06-14,1991-06-14
484080,Technique Leader,1993-10-24,9999-01-01
484090,Senior Staff,1991-04-27,9999-01-01
484090,Staff,1985-04-27,1991-04-27
484100,Senior Staff,1994-04-10,9999-01-01
484100,Staff,1989-04-10,1994-04-10
484110,Staff,1991-10-13,1993-04-11
484120,Assistant Engineer,1995-11-09,9999-01-01
484130,Senior Staff,1996-04-14,9999-01-01
484140,Senior Staff,1999-01-20,9999-01-01
484140,Staff,1993-01-20,1999-01-20
484150,Engineer,1994-06-18,9999-01-01
484160,Senior Staff,1985-12-08,9999-01-01
484170,Senior Staff,1995-05-05,9999-01-01
484170,Staff,1988-05-04,1995-05-05
484180,Engineer,1992-10-31,1998-10-31
484180,Senior Engineer,1998-10-31,9999-01-01
484190,Engineer,1987-09-13,1996-01-14
484200,Senior Staff,1995-05-24,9999-01-01
484200,Staff,1989-05-24,1995-05-24
484210,Engineer,1998-04-23,9999-01-01
484220,Technique Leader,1998-07-24,9999-01-01
484230,Staff,1996-06-24,1998-02-25
484240,Staff,1999-11-06,2001-06-01
484250,Senior Staff,1996-01-05,9999-01-01
484250,Staff,1988-01-05,1996-01-05
484260,Technique Leader,1988-04-27,9999-01-01
484270,Staff,1998-12-11,2001-04-07
484280,Engineer,1989-02-13,1996-02-14
484280,Senior Engineer,1996-02-14,9999-01-01
484290,Senior Engineer,1995-08-19,9999-01-01
484300,Engineer,1986-12-30,1992-12-29
484300,Senior Engineer,1992-12-29,9999-01-01
484310,Engineer,1997-08-03,9999-01-01
484320,Senior Staff,1998-03-07,1998-03-14
484320,Staff,1992-03-07,1998-03-07
484330,Senior Staff,1999-04-04,9999-01-01
484330,Staff,1993-04-04,1999-04-04
484340,Senior Staff,1994-04-11,9999-01-01
484350,Engineer,1991-05-01,1998-05-01
484350,Senior Engineer,1998-05-01,9999-01-01
484360,Senior Staff,1998-02-27,9999-01-01
484360,Staff,1989-02-27,1998-02-27
484370,Engineer,1998-06-10,9999-01-01
484380,Senior Staff,2000-10-28,9999-01-01
484380,Staff,1995-10-29,2000-10-28
484390,Staff,1993-03-28,1996-06-20
484400,Staff,2000-01-26,2001-02-21
484410,Engineer,1986-06-19,1995-06-19
484410,Senior Engineer,1995-06-19,9999-01-01
484420,Engineer,1995-03-16,2002-03-16
484420,Senior Engineer,2002-03-16,9999-01-01
484430,Senior Staff,1995-06-14,9999-01-01
484430,Staff,1987-06-14,1995-06-14
484440,Engineer,1986-10-10,1991-10-10
484440,Senior Engineer,1991-10-10,9999-01-01
484450,Senior Staff,1998-09-18,9999-01-01
484450,Staff,1993-09-18,1998-09-18
484460,Engineer,1992-11-29,2001-11-29
484460,Senior Engineer,2001-11-29,9999-01-01
484470,Engineer,1992-07-15,1998-07-15
484470,Senior Engineer,1998-07-15,9999-01-01
484480,Senior Staff,1990-05-20,9999-01-01
484480,Staff,1985-05-20,1990-05-20
484490,Senior Staff,1996-05-05,1998-08-02
484500,Engineer,1992-08-21,1993-05-07
484510,Assistant Engineer,1997-06-04,9999-01-01
484520,Senior Staff,2001-01-25,9999-01-01
484520,Staff,1996-01-26,2001-01-25
484530,Senior Staff,1998-02-02,9999-01-01
484530,Staff,1992-02-03,1998-02-02
484540,Engineer,1998-08-03,9999-01-01
484550,Senior Staff,1995-07-20,9999-01-01
484550,Staff,1989-07-20,1995-07-20
484560,Senior Staff,1992-01-12,1993-11-27
484560,Staff,1986-01-12,1992-01-12
484570,Engineer,1996-12-17,2001-12-17
484570,Senior Engineer,2001-12-17,9999-01-01
484580,Engineer,1986-06-07,1987-08-23
484590,Staff,1998-11-25,9999-01-01
484600,Senior Staff,1999-01-18,9999-01-01
484600,Staff,1990-01-18,1999-01-18
484610,Engineer,1987-02-26,1994-02-26
484610,Senior Engineer,1994-02-26,9999-01-01
484620,Staff,1999-04-12,9999-01-01
484630,Staff,1995-02-17,9999-01-01
484640,Technique Leader,1996-11-17,9999-01-01
484650,Senior Staff,1991-05-26,1994-05-18
484650,Staff,1985-05-26,1991-05-26
484660,Staff,1998-10-04,2000-04-15
484670,Senior Staff,1997-11-03,9999-01-01
484670,Staff,1988-11-03,1997-11-03
484680,Engineer,1988-06-25,1993-06-25
484680,Senior Engineer,1993-06-25,9999-01-01
484690,Senior Engineer,1999-08-15,2001-04-21
484700,Engineer,1990-01-11,1991-12-15
484710,Engineer,1986-10-16,1991-10-16
484710,Senior Engineer,1991-10-16,9999-01-01
484720,Senior Staff,2001-09-24,9999-01-01
484720,Staff,1992-09-24,2001-09-24
484730,Engineer,1990-07-30,1995-07-30
484730,Senior Engineer,1995-07-30,9999-01-01
484740,Assistant Engineer,1998-05-06,9999-01-01
484750,Senior Staff,2000-07-29,9999-01-01
484750,Staff,1994-07-30,2000-07-29
484760,Technique Leader,1999-02-27,9999-01-01
484770,Assistant Engineer,1988-11-28,1996-11-28
484770,Engineer,1996-11-28,9999-01-01
484780,Engineer,1988-07-11,1995-07-12
484780,Senior Engineer,1995-07-12,9999-01-01
484790,Engineer,1994-01-29,9999-01-01
484800,Staff,1995-11-30,9999-01-01
484810,Engineer,1990-09-22,1999-09-22
484810,Senior Engineer,1999-09-22,9999-01-01
484820,Senior Engineer,1987-05-25,9999-01-01
484830,Senior Staff,1999-09-01,9999-01-01
484830,Staff,1991-09-01,1999-09-01
484840,Engineer,1999-12-03,2001-05-19
484850,Assistant Engineer,1999-08-26,2000-12-02
484860,Engineer,1998-01-30,1999-06-01
484870,Staff,1997-01-04,9999-01-01
484880,Senior Engineer,1985-12-17,9999-01-01
484890,Senior Engineer,1987-01-06,9999-01-01
484900,Engineer,1988-09-28,1994-09-28
484900,Senior Engineer,1994-09-28,9999-01-01
484910,Senior Staff,1999-12-29,9999-01-01
484910,Staff,1990-12-29,1999-12-29
484920,Staff,1999-02-09,9999-01-01
484930,Engineer,1995-07-22,9999-01-01
484940,Senior Staff,1994-01-27,9999-01-01
484940,Staff,1987-01-27,1994-01-27
484950,Technique Leader,1990-01-01,9999-01-01
484960,Engineer,1988-11-11,1996-11-11
484960,Senior Engineer,1996-11-11,9999-01-01
484970,Assistant Engineer,1985-10-30,1994-10-30
484970,Engineer,1994-10-30,9999-01-01
484980,Senior Engineer,1985-09-15,9999-01-01
484990,Engineer,1987-09-03,1995-09-03
484990,Senior Engineer,1995-09-03,9999-01-01
485000,Senior Staff,1993-10-08,9999-01-01
485000,Staff,1986-10-08,1993-10-08
485010,Senior Staff,1996-03-22,9999-01-01
485010,Staff,1988-03-22,1996-03-22
485020,Engineer,1997-05-05,9999-01-01
485030,Engineer,1993-11-01,2000-11-01
485030,Senior Engineer,2000-11-01,9999-01-01
485040,Engineer,1993-06-07,1999-06-07
485040,Senior Engineer,1999-06-07,9999-01-01
485050,Senior Staff,1994-03-18,9999-01-01
485050,Staff,1987-03-18,1994-03-18
485060,Engineer,1987-03-10,1994-03-10
485060,Senior Engineer,1994-03-10,9999-01-01
485070,Senior Staff,1989-03-21,9999-01-01
485080,Senior Engineer,1994-04-05,9999-01-01
485090,Senior Engineer,1988-04-28,9999-01-01
485100,Senior Engineer,1999-02-02,9999-01-01
485110,Engineer,1993-03-05,2001-03-05
485110,Senior Engineer,2001-03-05,9999-01-01
485120,Senior Staff,1995-03-30,9999-01-01
485120,Staff,1987-03-30,1995-03-30
485130,Technique Leader,1986-12-02,9999-01-01
485140,Technique Leader,1985-06-11,9999-01-01
485150,Engineer,1995-07-02,2000-07-01
485150,Senior Engineer,2000-07-01,9999-01-01
